subject,num_receivers,email_length,email_domain,sent_time,is_forwarded,label
Gas fundamentals development website,5,39,enron.com,"Mon, 7 Aug 2000 00:06:00 -0700 (PDT)",0,1.0
,1,8,enron.com,"Sat, 5 Aug 2000 09:38:00 -0700 (PDT)",0,0.0
,1,22,enron.com,"Fri, 4 Aug 2000 07:00:00 -0700 (PDT)",0,1.0
,1,12,enron.com,"Fri, 4 Aug 2000 05:43:00 -0700 (PDT)",0,1.0
Re: Electric Overage (1824.62),1,7,enron.com,"Thu, 3 Aug 2000 00:12:00 -0700 (PDT)",0,1.0
New Generation Update 7/24/00,5,61,enron.com,"Wed, 26 Jul 2000 03:56:00 -0700 (PDT)",0,1.0
Re: New Notice from Transwestern Pipeline Co.,1,5,enron.com,"Wed, 26 Jul 2000 03:46:00 -0700 (PDT)",0,1.0
Re: SM134 Proforma.xls,1,34,enron.com,"Fri, 17 Nov 2000 06:58:00 -0800 (PST)",0,1.0
Price for Stanfield Term,1,62,enron.com,"Wed, 26 Jul 2000 03:44:00 -0700 (PDT)",0,1.0
For Wade,1,37,enron.com,"Tue, 25 Jul 2000 10:08:00 -0700 (PDT)",0,1.0
Re: your address,1,8,enron.com,"Mon, 24 Jul 2000 03:15:00 -0700 (PDT)",0,1.0
,2,5,enron.com,"Thu, 20 Jul 2000 09:59:00 -0700 (PDT)",0,1.0
Interactive Information Resource,1,26,enron.com,"Wed, 19 Jul 2000 03:39:00 -0700 (PDT)",0,0.0
Re: lunch,1,3,enron.com,"Tue, 18 Jul 2000 02:38:00 -0700 (PDT)",0,1.0
Comments on Order 637 Compliance Filings,1,110,enron.com,"Mon, 17 Jul 2000 03:46:00 -0700 (PDT)",0,1.0
El Paso Blanco Avg product,3,48,enron.com,"Fri, 14 Jul 2000 07:01:00 -0700 (PDT)",0,1.0
Re: 65th BD for Nea,1,14,enron.com,"Fri, 14 Jul 2000 06:51:00 -0700 (PDT)",0,0.0
Project Elvis and Cactus Open Gas Position,1,60,enron.com,"Thu, 13 Jul 2000 03:24:00 -0700 (PDT)",0,1.0
Re: West Gas Trading 2001 Plan,1,6,enron.com,"Fri, 17 Nov 2000 04:04:00 -0800 (PST)",0,1.0
assoc. for west desk,1,143,enron.com,"Wed, 12 Jul 2000 07:19:00 -0700 (PDT)",0,1.0
,2,12,enron.com,"Tue, 11 Jul 2000 09:59:00 -0700 (PDT)",0,1.0
Systems Meeting 7/18,1,68,enron.com,"Tue, 11 Jul 2000 09:24:00 -0700 (PDT)",0,1.0
assoc. for west desk,1,14,enron.com,"Tue, 11 Jul 2000 05:54:00 -0700 (PDT)",0,1.0
Re: Katy flatlands,1,3,enron.com,"Tue, 11 Jul 2000 02:50:00 -0700 (PDT)",0,1.0
Re: New Notice from Transwestern Pipeline Co.,1,6,enron.com,"Tue, 11 Jul 2000 02:12:00 -0700 (PDT)",0,1.0
test,1,1,enron.com,"Mon, 10 Jul 2000 23:26:00 -0700 (PDT)",0,1.0
System Meeting 7/11,1,59,enron.com,"Mon, 10 Jul 2000 23:12:00 -0700 (PDT)",0,1.0
Natural Gas Customers,2,64,enron.com,"Mon, 10 Jul 2000 09:47:00 -0700 (PDT)",0,1.0
Re: EXECUTIVE IMPACT COURSE,1,8,enron.com,"Mon, 10 Jul 2000 06:56:00 -0700 (PDT)",0,1.0
SM134 Proforma.xls,1,107,enron.com,"Fri, 17 Nov 2000 00:27:00 -0800 (PST)",0,1.0
Re: Katy flatlands,1,17,enron.com,"Mon, 10 Jul 2000 06:54:00 -0700 (PDT)",0,0.0
,1,23,enron.com,"Fri, 7 Jul 2000 09:41:00 -0700 (PDT)",0,1.0
Re: Brenda Stones telephone numbers,1,21,enron.com,"Fri, 7 Jul 2000 09:39:00 -0700 (PDT)",0,1.0
Re: market intelligence,1,3,enron.com,"Fri, 7 Jul 2000 06:56:00 -0700 (PDT)",0,1.0
Re: Memory,1,2,enron.com,"Fri, 7 Jul 2000 06:41:00 -0700 (PDT)",0,1.0
Re: Thoughts on Presentation,1,26,enron.com,"Thu, 6 Jul 2000 09:38:00 -0700 (PDT)",0,1.0
Executive Impact and Influence Course,1,119,enron.com,"Thu, 6 Jul 2000 08:45:00 -0700 (PDT)",0,1.0
Re: Notices,1,27,enron.com,"Fri, 30 Jun 2000 07:31:00 -0700 (PDT)",0,1.0
(Reminder) Update GIS Information,1,548,enron.com,"Fri, 30 Jun 2000 05:54:00 -0700 (PDT)",0,1.0
West Power Strategy Materials,2,24,enron.com,"Tue, 27 Jun 2000 09:40:00 -0700 (PDT)",0,1.0
Re: West Gas 2001 Plan,1,113,enron.com,"Thu, 16 Nov 2000 06:51:00 -0800 (PST)",0,1.0
gas storage model,1,80,enron.com,"Tue, 27 Jun 2000 05:33:00 -0700 (PDT)",0,1.0
Re:,1,7,enron.com,"Mon, 26 Jun 2000 07:54:00 -0700 (PDT)",0,0.0
Re:,1,0,enron.com,"Mon, 26 Jun 2000 07:13:00 -0700 (PDT)",0,1.0
Download Frogger before it hops away!,1,71,enron.com,"Mon, 26 Jun 2000 06:57:00 -0700 (PDT)",0,0.0
FT-Denver book on EOL,1,50,enron.com,"Fri, 23 Jun 2000 04:46:00 -0700 (PDT)",0,1.0
Re: The New Power Company,1,48,enron.com,"Thu, 22 Jun 2000 00:26:00 -0700 (PDT)",0,1.0
Re: Wade,1,38,enron.com,"Tue, 13 Jun 2000 07:24:00 -0700 (PDT)",0,1.0
,1,1,enron.com,"Tue, 13 Jun 2000 03:32:00 -0700 (PDT)",0,1.0
Thoughts on Presentation,1,154,enron.com,"Mon, 12 Jun 2000 03:56:00 -0700 (PDT)",0,1.0
,2,5,enron.com,"Thu, 8 Jun 2000 10:17:00 -0700 (PDT)",0,1.0
Enron Response to San Diego Request for Gas Price Caps,1,78,enron.com,"Wed, 13 Dec 2000 03:28:00 -0800 (PST)",0,1.0
Re: West Gas 2001 Plan,1,113,enron.com,"Thu, 16 Nov 2000 06:50:00 -0800 (PST)",0,1.0
,1,20,enron.com,"Tue, 6 Jun 2000 05:27:00 -0700 (PDT)",0,1.0
,1,20,enron.com,"Tue, 6 Jun 2000 05:27:00 -0700 (PDT)",0,1.0
,1,9,enron.com,"Tue, 6 Jun 2000 05:26:00 -0700 (PDT)",0,1.0
Re: Compaq M700 laptop,1,12,enron.com,"Mon, 5 Jun 2000 04:59:00 -0700 (PDT)",0,1.0
,1,33,enron.com,"Fri, 2 Jun 2000 08:37:00 -0700 (PDT)",0,1.0
RE: 91 acres,1,20,enron.com,"Fri, 2 Jun 2000 03:37:00 -0700 (PDT)",0,1.0
Re: What's happening?,1,90,enron.com,"Wed, 31 May 2000 10:01:00 -0700 (PDT)",0,1.0
Transport p&l,1,258,enron.com,"Tue, 30 May 2000 06:32:00 -0700 (PDT)",0,1.0
Re: balance on truck/loan,1,30,enron.com,"Fri, 26 May 2000 07:19:00 -0700 (PDT)",0,1.0
,1,6,enron.com,"Fri, 26 May 2000 06:10:00 -0700 (PDT)",0,1.0
Re: San Marcos Study,1,12,enron.com,"Wed, 15 Nov 2000 08:10:00 -0800 (PST)",0,1.0
Re: Todays update,1,22,enron.com,"Fri, 26 May 2000 00:08:00 -0700 (PDT)",0,1.0
,1,21,enron.com,"Wed, 24 May 2000 09:00:00 -0700 (PDT)",0,1.0
,1,33,enron.com,"Tue, 23 May 2000 07:32:00 -0700 (PDT)",0,1.0
Gas Transportation Market Intelligence,5,139,enron.com,"Mon, 22 May 2000 04:44:00 -0700 (PDT)",0,1.0
Re: 91 acres,1,15,enron.com,"Fri, 19 May 2000 03:53:00 -0700 (PDT)",0,1.0
Large Deal Alert,1,86,enron.com,"Fri, 19 May 2000 03:46:00 -0700 (PDT)",0,1.0
Re: 5/08/00,1,11,enron.com,"Thu, 11 May 2000 01:16:00 -0700 (PDT)",0,1.0
Re: DSL- Installs,0,20,enron.com,"Mon, 1 May 2000 03:56:00 -0700 (PDT)",0,1.0
Re: SW Gas,1,112,enron.com,"Fri, 28 Apr 2000 02:05:00 -0700 (PDT)",0,1.0
SW Gas,1,143,enron.com,"Thu, 27 Apr 2000 06:55:00 -0700 (PDT)",0,1.0
,1,118,enron.com,"Tue, 14 Nov 2000 09:08:00 -0800 (PST)",0,0.0
Re: #30,1,44,enron.com,"Thu, 27 Apr 2000 06:40:00 -0700 (PDT)",0,1.0
Western Strategy Session Materials,1,21,enron.com,"Wed, 26 Apr 2000 01:42:00 -0700 (PDT)",0,1.0
Western Strategy Session Materials,1,21,enron.com,"Wed, 26 Apr 2000 01:38:00 -0700 (PDT)",0,1.0
Re: #30,1,0,enron.com,"Tue, 25 Apr 2000 05:22:00 -0700 (PDT)",0,1.0
Re: Foundation leveling on #2 & #3 apts.,1,23,enron.com,"Mon, 24 Apr 2000 00:00:00 -0700 (PDT)",0,1.0
Re: DSL Install,1,2,enron.com,"Thu, 13 Apr 2000 04:41:00 -0700 (PDT)",0,1.0
Re: Payroll Reclasses,1,5,enron.com,"Thu, 13 Apr 2000 04:04:00 -0700 (PDT)",0,1.0
Alliance netback worksheet,2,26,enron.com,"Mon, 10 Apr 2000 07:09:00 -0700 (PDT)",0,1.0
Alliance netback worksheet,1,26,enron.com,"Thu, 6 Apr 2000 05:18:00 -0700 (PDT)",0,1.0
,1,32,enron.com,"Wed, 5 Apr 2000 10:13:00 -0700 (PDT)",0,0.0
New Employee on 32,1,46,enron.com,"Tue, 14 Nov 2000 06:33:00 -0800 (PST)",0,1.0
RE: Inspection for Mission South,1,3,enron.com,"Thu, 30 Mar 2000 01:58:00 -0800 (PST)",0,1.0
Re: your moms birthday,1,5,enron.com,"Tue, 28 Mar 2000 08:22:00 -0800 (PST)",0,0.0
,1,28,enron.com,"Tue, 28 Mar 2000 06:33:00 -0800 (PST)",0,1.0
Re: Inspection for Mission South,1,9,enron.com,"Tue, 28 Mar 2000 06:12:00 -0800 (PST)",0,1.0
,1,30,enron.com,"Mon, 27 Mar 2000 23:52:00 -0800 (PST)",0,1.0
re: storm results & refrigerators,1,15,enron.com,"Mon, 27 Mar 2000 03:20:00 -0800 (PST)",0,1.0
Western Strategy Briefing Materials,1,22,enron.com,"Fri, 24 Mar 2000 01:00:00 -0800 (PST)",0,1.0
Re: MS 150,1,8,enron.com,"Thu, 23 Mar 2000 01:32:00 -0800 (PST)",0,0.0
"Meeting-THURSDAY, MARCH 23 - 11:15 AM",1,45,enron.com,"Wed, 22 Mar 2000 05:48:00 -0800 (PST)",0,1.0
Re: Maps,1,34,enron.com,"Wed, 22 Mar 2000 01:27:00 -0800 (PST)",0,1.0
Re: Resumes,1,6,enron.com,"Mon, 13 Nov 2000 05:26:00 -0800 (PST)",0,1.0
,1,8,enron.com,"Wed, 22 Mar 2000 00:36:00 -0800 (PST)",0,1.0
Maps,1,19,enron.com,"Tue, 21 Mar 2000 05:26:00 -0800 (PST)",0,1.0
Re:,1,8,enron.com,"Mon, 20 Mar 2000 00:58:00 -0800 (PST)",0,0.0
Maps,1,19,enron.com,"Thu, 16 Mar 2000 06:09:00 -0800 (PST)",0,1.0
,1,5,enron.com,"Wed, 15 Mar 2000 04:44:00 -0800 (PST)",0,1.0
"Re: 220,000 MW of New Capacity Needed by 2012",1,11,enron.com,"Wed, 15 Mar 2000 02:00:00 -0800 (PST)",0,1.0
,1,21,enron.com,"Tue, 14 Mar 2000 04:19:00 -0800 (PST)",0,1.0
re: apt. #2,1,7,enron.com,"Tue, 14 Mar 2000 03:42:00 -0800 (PST)",0,0.0
,2,21,enron.com,"Mon, 13 Mar 2000 09:35:00 -0800 (PST)",0,1.0
Priority List,1,54,enron.com,"Mon, 13 Mar 2000 05:32:00 -0800 (PST)",0,1.0
Re: West Gas 2001 Plan,1,101,enron.com,"Mon, 13 Nov 2000 05:25:00 -0800 (PST)",0,1.0
Priority List,3,37,enron.com,"Mon, 13 Mar 2000 05:31:00 -0800 (PST)",0,1.0
re: apt. #2,1,5,enron.com,"Mon, 13 Mar 2000 02:22:00 -0800 (PST)",0,0.0
,1,11,enron.com,"Thu, 9 Mar 2000 06:20:00 -0800 (PST)",0,1.0
RE: a/c for #27,1,23,enron.com,"Thu, 9 Mar 2000 06:00:00 -0800 (PST)",0,1.0
Re: Mission South,1,11,enron.com,"Tue, 7 Mar 2000 09:02:00 -0800 (PST)",0,0.0
Re:,1,69,enron.com,"Mon, 6 Mar 2000 05:27:00 -0800 (PST)",0,0.0
,1,7,enron.com,"Fri, 3 Mar 2000 04:48:00 -0800 (PST)",0,1.0
Western Strategy Summaries,1,21,enron.com,"Fri, 3 Mar 2000 04:33:00 -0800 (PST)",0,1.0
Re:,1,7,enron.com,"Fri, 3 Mar 2000 02:53:00 -0800 (PST)",0,1.0
ALLEN DURANGO HOTEL ------- 48 HR CANCEL,1,101,enron.com,"Fri, 3 Nov 2000 07:43:00 -0800 (PST)",0,0.0
Just Released! Exclusive new animation from Stan Lee,1,106,enron.com,"Fri, 3 Mar 2000 00:39:00 -0800 (PST)",0,0.0
,1,11,enron.com,"Thu, 2 Mar 2000 05:08:00 -0800 (PST)",0,1.0
Re: Feb. Expense Report,1,3,enron.com,"Thu, 2 Mar 2000 05:07:00 -0800 (PST)",0,1.0
,1,11,enron.com,"Mon, 28 Feb 2000 03:19:00 -0800 (PST)",0,0.0
Re: 91acres,1,5,enron.com,"Mon, 21 Feb 2000 23:03:00 -0800 (PST)",0,1.0
PIRA's California/Southwest Gas Pipeline Study,1,210,enron.com,"Mon, 21 Feb 2000 00:07:00 -0800 (PST)",0,1.0
Re: Desk to Desk access Request,1,16,enron.com,"Thu, 17 Feb 2000 05:39:00 -0800 (PST)",0,1.0
Re: February expenses,1,10,enron.com,"Thu, 17 Feb 2000 05:07:00 -0800 (PST)",0,1.0
Re:,1,27,enron.com,"Tue, 15 Feb 2000 05:42:00 -0800 (PST)",0,1.0
Storage of Cycles at the Body Shop,1,67,enron.com,"Tue, 15 Feb 2000 04:53:00 -0800 (PST)",0,1.0
New Generation as of Oct 24th,3,138,enron.com,"Fri, 3 Nov 2000 05:57:00 -0800 (PST)",0,1.0
Western Strategy Briefing,1,24,enron.com,"Fri, 11 Feb 2000 07:39:00 -0800 (PST)",0,1.0
RE: W basis quotes,1,78,enron.com,"Fri, 11 Feb 2000 04:31:00 -0800 (PST)",0,1.0
RE: W basis quotes,1,77,enron.com,"Wed, 9 Feb 2000 02:27:00 -0800 (PST)",0,1.0
"Re: APEA - $228,204 hit",1,4,enron.com,"Wed, 9 Feb 2000 02:12:00 -0800 (PST)",0,1.0
Re: W basis quotes,1,12,enron.com,"Mon, 7 Feb 2000 08:53:00 -0800 (PST)",0,1.0
Re: January El paso invoice,1,8,enron.com,"Mon, 7 Feb 2000 07:39:00 -0800 (PST)",0,1.0
Re: Kim Olinger - Transport Rate Team,1,11,enron.com,"Mon, 7 Feb 2000 07:37:00 -0800 (PST)",0,1.0
"Re: APEA - $228,204 hit",1,2,enron.com,"Mon, 7 Feb 2000 07:36:00 -0800 (PST)",0,1.0
,1,33,enron.com,"Fri, 4 Feb 2000 09:09:00 -0800 (PST)",0,1.0
Re: Curve Update,1,16,enron.com,"Fri, 4 Feb 2000 08:54:00 -0800 (PST)",0,1.0
,1,23,enron.com,"Thu, 2 Nov 2000 08:12:00 -0800 (PST)",0,1.0
Re: Website Access approval requested,1,13,enron.com,"Wed, 2 Feb 2000 05:44:00 -0800 (PST)",0,1.0
,1,2,enron.com,"Tue, 1 Feb 2000 08:07:00 -0800 (PST)",0,1.0
Re: Vishal Apte,1,3,enron.com,"Mon, 31 Jan 2000 06:21:00 -0800 (PST)",0,1.0
,1,40,enron.com,"Mon, 31 Jan 2000 04:28:00 -0800 (PST)",0,0.0
dopewars,2,28,enron.com,"Thu, 27 Jan 2000 08:44:00 -0800 (PST)",0,0.0
RE: Choosing a style,1,145,enron.com,"Tue, 18 Jan 2000 10:06:00 -0800 (PST)",0,0.0
Re:,1,7,enron.com,"Tue, 18 Jan 2000 10:03:00 -0800 (PST)",0,1.0
,3,26,enron.com,"Mon, 17 Jan 2000 00:47:00 -0800 (PST)",0,1.0
Re: ENROLLMENT CONFIRMATION/Impact/ECT,1,9,enron.com,"Thu, 13 Jan 2000 03:35:00 -0800 (PST)",0,1.0
eol,3,46,enron.com,"Thu, 13 Jan 2000 02:30:00 -0800 (PST)",0,1.0
Re: Resumes,1,10,enron.com,"Thu, 2 Nov 2000 05:26:00 -0800 (PST)",0,1.0
Re:,1,3,enron.com,"Wed, 12 Jan 2000 09:52:00 -0800 (PST)",0,1.0
,4,12,enron.com,"Mon, 10 Jan 2000 02:29:00 -0800 (PST)",0,1.0
,3,57,enron.com,"Mon, 10 Jan 2000 01:43:00 -0800 (PST)",0,1.0
Re:,1,7,enron.com,"Fri, 7 Jan 2000 23:29:00 -0800 (PST)",0,1.0
Re: receipts,1,5,enron.com,"Thu, 6 Jan 2000 07:19:00 -0800 (PST)",0,1.0
Re: Are you trying to be funny?,1,11,enron.com,"Wed, 5 Jan 2000 05:35:00 -0800 (PST)",0,0.0
Stick it in your Shockmachine!,1,231,enron.com,"Sat, 11 Dec 1999 06:39:00 -0800 (PST)",0,0.0
,1,45,enron.com,"Fri, 10 Dec 1999 07:00:00 -0800 (PST)",0,1.0
,1,1,enron.com,"Mon, 14 May 2001 06:39:00 -0700 (PDT)",0,1.0
Talking points about California Gas market,1,78,enron.com,"Tue, 12 Dec 2000 04:03:00 -0800 (PST)",0,1.0
Resumes,1,30,enron.com,"Thu, 2 Nov 2000 02:36:00 -0800 (PST)",0,1.0
Re: 2- SURVEY/INFORMATION EMAIL 5-14- 01,1,360,enron.com,"Mon, 14 May 2001 01:39:00 -0700 (PDT)",0,1.0
,1,48,enron.com,"Thu, 10 May 2001 23:26:00 -0700 (PDT)",0,0.0
,1,9,enron.com,"Thu, 10 May 2001 00:50:00 -0700 (PDT)",0,1.0
Re:,1,6,enron.com,"Wed, 9 May 2001 05:13:00 -0700 (PDT)",0,1.0
California Summary,2,49,enron.com,"Mon, 7 May 2001 06:23:00 -0700 (PDT)",0,1.0
Re: Western Wholesale Activities - Gas & Power Conf. Call,3,190,enron.com,"Mon, 7 May 2001 02:28:00 -0700 (PDT)",0,1.0
California Update 5/4/01,1,599,enron.com,"Sun, 6 May 2001 23:54:00 -0700 (PDT)",0,0.0
Re: Western Wholesale Activities - Gas & Power Conf. Call,7,172,enron.com,"Fri, 4 May 2001 05:18:00 -0700 (PDT)",0,1.0
Re:,1,75,enron.com,"Fri, 4 May 2001 01:51:00 -0700 (PDT)",0,1.0
,1,15,enron.com,"Thu, 3 May 2001 23:26:00 -0700 (PDT)",0,1.0
Re: Inquiry....,1,2,enron.com,"Wed, 1 Nov 2000 08:05:00 -0800 (PST)",0,1.0
,1,39,enron.com,"Thu, 3 May 2001 03:57:00 -0700 (PDT)",0,1.0
,1,18,enron.com,"Wed, 2 May 2001 00:36:00 -0700 (PDT)",0,1.0
Re: 2- SURVEY - PHILLIP ALLEN,1,106,enron.com,"Tue, 1 May 2001 22:27:00 -0700 (PDT)",0,1.0
4-URGENT - OWA Please print this now.,1,445,enron.com,"Tue, 1 May 2001 07:14:00 -0700 (PDT)",0,1.0
2- SURVEY/INFORMATION EMAIL,1,353,enron.com,"Tue, 1 May 2001 07:14:00 -0700 (PDT)",0,1.0
Re: Request from Steve Kean,1,9,enron.com,"Mon, 30 Apr 2001 09:04:00 -0700 (PDT)",0,1.0
Request from Steve Kean,1,90,enron.com,"Mon, 30 Apr 2001 04:22:00 -0700 (PDT)",0,1.0
Request from Steve Kean,1,90,enron.com,"Mon, 30 Apr 2001 03:37:00 -0700 (PDT)",0,1.0
Re: Analyst Resume - Rafael Avila,1,8,enron.com,"Fri, 27 Apr 2001 03:37:00 -0700 (PDT)",0,1.0
,3,50,enron.com,"Fri, 27 Apr 2001 03:02:00 -0700 (PDT)",0,1.0
Re: Inquiry....,1,2,enron.com,"Wed, 1 Nov 2000 07:17:00 -0800 (PST)",0,1.0
Re: Leander etc.,1,6,enron.com,"Thu, 26 Apr 2001 07:01:00 -0700 (PDT)",0,0.0
Re:,1,53,enron.com,"Thu, 26 Apr 2001 06:27:00 -0700 (PDT)",0,1.0
"Re: FERC's Prospective Mitigation and Monitoring Plan for CA
 Wholesale Electric Markets",1,23,enron.com,"Thu, 26 Apr 2001 01:34:00 -0700 (PDT)",0,1.0
Re: Unocal WAHA Storage,3,69,enron.com,"Wed, 25 Apr 2001 08:57:00 -0700 (PDT)",0,1.0
Re: This morning's Commission meeting delayed,1,176,enron.com,"Wed, 25 Apr 2001 06:52:00 -0700 (PDT)",0,1.0
Re: This morning's Commission meeting delayed,1,20,enron.com,"Wed, 25 Apr 2001 06:28:00 -0700 (PDT)",0,1.0
,1,58,enron.com,"Wed, 25 Apr 2001 06:09:00 -0700 (PDT)",0,0.0
Re: Instructions for FERC Meetings,1,2,enron.com,"Tue, 24 Apr 2001 07:26:00 -0700 (PDT)",0,1.0
Instructions for FERC Meetings,11,134,enron.com,"Tue, 24 Apr 2001 07:26:00 -0700 (PDT)",0,1.0
Re:,1,36,enron.com,"Tue, 24 Apr 2001 05:08:00 -0700 (PDT)",0,1.0
Generation,1,13,enron.com,"Wed, 1 Nov 2000 03:34:00 -0800 (PST)",0,1.0
Re: The Stage,1,12,enron.com,"Tue, 24 Apr 2001 03:05:00 -0700 (PDT)",0,0.0
,1,33,enron.com,"Tue, 24 Apr 2001 02:27:00 -0700 (PDT)",0,1.0
,1,36,enron.com,"Tue, 24 Apr 2001 02:13:00 -0700 (PDT)",0,1.0
Re: Analyst Ashish Mahajan,1,11,enron.com,"Mon, 23 Apr 2001 03:45:00 -0700 (PDT)",0,1.0
Re: Resume,1,11,enron.com,"Mon, 23 Apr 2001 03:40:00 -0700 (PDT)",0,1.0
Re: Analyst Bryan Hull,1,18,enron.com,"Mon, 23 Apr 2001 03:40:00 -0700 (PDT)",0,1.0
Re: FW: Trading Track Program,1,4,enron.com,"Mon, 23 Apr 2001 03:31:00 -0700 (PDT)",1,1.0
,1,76,enron.com,"Mon, 23 Apr 2001 02:41:00 -0700 (PDT)",0,1.0
Re: Do you still access data from Inteligence Press online??,1,3,enron.com,"Thu, 19 Apr 2001 03:00:00 -0700 (PDT)",0,1.0
RE: Presentation to Trading Track A&A,1,60,enron.com,"Wed, 18 Apr 2001 07:51:00 -0700 (PDT)",0,1.0
Re: Approval for Plasma Screens,1,9,enron.com,"Tue, 31 Oct 2000 07:02:00 -0800 (PST)",0,1.0
Re: Resume,1,27,enron.com,"Wed, 18 Apr 2001 07:21:00 -0700 (PDT)",0,1.0
"Re: FW: 2nd lien info. and private lien info - The Stage Coach
 Apartments, Phillip Allen",1,23,enron.com,"Wed, 18 Apr 2001 03:58:00 -0700 (PDT)",1,1.0
Re: Presentation to Trading Track A&A,1,10,enron.com,"Wed, 18 Apr 2001 03:30:00 -0700 (PDT)",0,1.0
,1,7,enron.com,"Wed, 18 Apr 2001 01:22:00 -0700 (PDT)",0,1.0
approved trader list,3,132,enron.com,"Wed, 18 Apr 2001 01:11:00 -0700 (PDT)",0,1.0
Re: insurance - the stage,1,41,enron.com,"Mon, 16 Apr 2001 03:34:00 -0700 (PDT)",0,1.0
RE: The Stage,1,4,enron.com,"Thu, 12 Apr 2001 05:59:00 -0700 (PDT)",0,1.0
,1,38,enron.com,"Thu, 12 Apr 2001 03:34:00 -0700 (PDT)",0,1.0
,3,24,enron.com,"Thu, 12 Apr 2001 03:09:00 -0700 (PDT)",0,1.0
Re: The Stage,1,12,enron.com,"Thu, 12 Apr 2001 02:59:00 -0700 (PDT)",0,0.0
,3,89,enron.com,"Tue, 31 Oct 2000 07:00:00 -0800 (PST)",0,1.0
,1,23,enron.com,"Wed, 11 Apr 2001 07:45:00 -0700 (PDT)",0,1.0
,1,5,enron.com,"Wed, 11 Apr 2001 05:26:00 -0700 (PDT)",0,1.0
,1,29,enron.com,"Wed, 11 Apr 2001 04:14:00 -0700 (PDT)",0,0.0
CAISO demand reduction,1,337,enron.com,"Tue, 10 Apr 2001 10:51:00 -0700 (PDT)",0,1.0
,1,26,enron.com,"Tue, 10 Apr 2001 07:39:00 -0700 (PDT)",0,1.0
Re: FW: SanJuan/SoCal spread prices,1,2,enron.com,"Tue, 10 Apr 2001 03:26:00 -0700 (PDT)",1,1.0
Re: SanJuan/SoCal spread prices,1,5,enron.com,"Mon, 9 Apr 2001 09:51:00 -0700 (PDT)",0,1.0
SanJuan/SoCal spread prices,1,111,enron.com,"Mon, 9 Apr 2001 09:49:00 -0700 (PDT)",0,0.0
,1,79,enron.com,"Mon, 9 Apr 2001 07:08:00 -0700 (PDT)",0,1.0
Re:,1,42,enron.com,"Mon, 9 Apr 2001 02:34:00 -0700 (PDT)",0,1.0
Re: Astral downtime request,1,9,enron.com,"Tue, 31 Oct 2000 04:44:00 -0800 (PST)",0,1.0
,1,23,enron.com,"Fri, 6 Apr 2001 02:40:00 -0700 (PDT)",0,1.0
Re: Answers to List,1,70,enron.com,"Wed, 4 Apr 2001 07:43:00 -0700 (PDT)",0,0.0
EES Gas Desk Happy Hour,1,44,enron.com,"Wed, 4 Apr 2001 00:19:00 -0700 (PDT)",0,1.0
,1,46,enron.com,"Tue, 3 Apr 2001 01:53:00 -0700 (PDT)",0,1.0
Re: Location,1,2,enron.com,"Tue, 3 Apr 2001 01:30:00 -0700 (PDT)",0,1.0
Enron Center Garage,1,1088,enron.com,"Mon, 2 Apr 2001 07:51:00 -0700 (PDT)",0,1.0
,1,1,enron.com,"Mon, 2 Apr 2001 05:52:00 -0700 (PDT)",0,0.0
Re:,1,24,enron.com,"Thu, 29 Mar 2001 04:01:00 -0800 (PST)",0,1.0
,1,102,enron.com,"Thu, 29 Mar 2001 03:59:00 -0800 (PST)",0,1.0
,1,119,enron.com,"Thu, 29 Mar 2001 02:19:00 -0800 (PST)",0,0.0
Re: Approval for Plasma Screens,1,15,enron.com,"Tue, 31 Oct 2000 04:27:00 -0800 (PST)",0,1.0
Nondeliverable mail,1,133,enron.com,"Thu, 29 Mar 2001 02:11:00 -0800 (PST)",0,0.0
Nondeliverable mail,1,190,enron.com,"Thu, 29 Mar 2001 02:03:00 -0800 (PST)",0,0.0
,1,119,enron.com,"Thu, 29 Mar 2001 01:41:00 -0800 (PST)",0,0.0
Re: Opening Day - Baseball Tickets,1,1,enron.com,"Wed, 28 Mar 2001 23:13:00 -0800 (PST)",0,0.0
,1,169,enron.com,"Wed, 28 Mar 2001 08:03:00 -0800 (PST)",0,0.0
,1,11,enron.com,"Wed, 28 Mar 2001 04:43:00 -0800 (PST)",0,1.0
,1,45,enron.com,"Wed, 28 Mar 2001 01:56:00 -0800 (PST)",0,1.0
,1,8,enron.com,"Tue, 27 Mar 2001 06:29:00 -0800 (PST)",0,1.0
,1,8,enron.com,"Tue, 27 Mar 2001 04:06:00 -0800 (PST)",0,1.0
,1,91,enron.com,"Tue, 27 Mar 2001 03:37:00 -0800 (PST)",0,1.0
November fixed-price deals,1,36,enron.com,"Tue, 31 Oct 2000 04:12:00 -0800 (PST)",0,1.0
Re: NGI access to eol,1,54,enron.com,"Mon, 26 Mar 2001 09:05:00 -0800 (PST)",0,1.0
,1,28,enron.com,"Mon, 26 Mar 2001 06:52:00 -0800 (PST)",0,1.0
,1,115,enron.com,"Mon, 26 Mar 2001 06:21:00 -0800 (PST)",0,0.0
,1,50,enron.com,"Mon, 26 Mar 2001 05:27:00 -0800 (PST)",0,1.0
Re: Derek Kelly,1,5,enron.com,"Mon, 26 Mar 2001 04:26:00 -0800 (PST)",0,1.0
Re: Purchase and Sale Agreement,1,88,enron.com,"Mon, 26 Mar 2001 02:58:00 -0800 (PST)",0,1.0
Current Gas Desk List,3,101,enron.com,"Mon, 26 Mar 2001 02:03:00 -0800 (PST)",0,1.0
